step,step_time_s,tokens_this_step,peak_mem_gb,loss
58,3.5976,32768,12.039,2.88
59,3.6283,32768,11.826,2.709
60,3.7185,32768,11.846,3.908
61,3.6723,32768,12.137,3.046
62,3.8232,32768,12.102,3.517
63,3.6517,32768,11.817,2.615
64,3.6338,32768,11.955,3.754
65,3.609,32768,12.1,3.858
66,3.7331,32768,12.121,2.627
67,3.8132,32768,12.093,2.608
68,3.8561,32768,12.153,2.798
69,3.5682,32768,12.106,3.145
70,3.6031,32768,11.948,3.668
71,3.6204,32768,11.924,2.908
72,3.7243,32768,12.109,3.071
73,3.5393,32768,12.049,3.943
74,3.7329,32768,12.156,3.773
75,3.5551,32768,11.812,3.227
76,3.6127,32768,12.065,3.376
77,3.7843,32768,12.048,3.649
78,3.8178,32768,11.997,3.324
79,3.8723,32768,12.189,3.84
80,3.7427,32768,12.057,3.318
81,3.6681,32768,11.861,3.41
82,3.8656,32768,11.922,3.791
83,3.907,32768,12.11,3.667
84,3.8695,32768,12.09,3.438
85,3.8464,32768,12.137,3.091
86,3.6923,32768,11.873,3.899
87,3.7555,32768,12.006,3.476
88,3.6131,32768,12.032,3.195
89,3.7919,32768,11.916,2.604
90,3.5383,32768,11.802,2.676
91,3.646,32768,12.014,3.381
92,3.7038,32768,12.116,2.64
93,3.6441,32768,11.911,2.907
94,3.8642,32768,11.816,2.808
95,3.8791,32768,11.949,3.616
96,3.5804,32768,11.876,3.891
97,3.8114,32768,11.921,2.866
98,3.8805,32768,11.925,3.995
99,3.86,32768,11.989,3.944
100,3.7667,32768,11.953,3.843
101,3.5382,32768,12.189,3.39
102,3.5906,32768,11.841,3.31
103,3.712,32768,12.079,3.697
104,3.8565,32768,11.828,3.309
105,3.6778,32768,11.948,3.094
106,3.5597,32768,11.994,3.11
107,3.661,32768,12.122,2.508
108,3.8238,32768,11.927,3.125
109,3.5885,32768,11.988,2.901
110,3.8296,32768,11.807,3.398
111,3.8047,32768,12.112,3.312
112,3.6649,32768,11.831,2.522
113,3.8169,32768,12.008,2.745
114,3.659,32768,11.831,3.199
115,3.8152,32768,11.954,3.384
116,3.8707,32768,11.921,2.797
117,3.8108,32768,11.852,2.957
118,3.8403,32768,11.844,2.864
119,3.8234,32768,11.827,3.028
120,3.868,32768,12.074,3.761
121,3.7527,32768,11.923,3.254
122,3.8314,32768,12.149,3.936
123,3.5993,32768,12.092,3.857
124,3.8034,32768,12.078,3.931
125,3.5975,32768,12.032,3.501
126,3.8298,32768,12.111,3.644
127,3.6145,32768,11.988,3.342
128,3.7578,32768,12.124,3.199
129,3.8007,32768,12.008,3.88
130,3.7915,32768,12.196,3.596
131,3.7094,32768,12.043,2.813
132,3.7938,32768,11.958,3.529
133,3.8305,32768,11.928,3.614
134,3.6478,32768,11.992,3.81
135,3.7435,32768,12.164,3.366
136,3.7309,32768,12.195,2.944
137,3.8829,32768,11.995,3.869
138,3.6218,32768,12.124,3.181
139,3.7236,32768,12.058,3.92
140,3.7454,32768,12.065,3.941
141,3.7182,32768,11.831,3.927
142,3.5996,32768,12.152,3.529
143,3.6868,32768,12.174,2.802
144,3.6526,32768,11.804,3.605
145,3.658,32768,11.81,3.62
146,3.6183,32768,11.825,3.152
147,3.7425,32768,11.841,3.455
148,3.572,32768,11.932,3.352
149,3.7282,32768,12.013,3.347
150,3.8424,32768,11.806,2.709
151,3.8357,32768,12.158,3.19
152,3.8214,32768,11.947,3.392
153,3.5809,32768,11.902,2.552
154,3.5698,32768,11.839,3.068
155,3.6891,32768,12.046,3.157
156,3.5404,32768,12.115,2.896
157,3.9058,32768,12.089,2.863
158,3.6164,32768,11.893,3.805
159,3.6438,32768,12.04,3.676
160,3.8597,32768,11.943,2.777
161,3.6845,32768,11.934,3.71
162,3.8957,32768,11.808,3.172
163,3.6379,32768,12.15,2.948
164,3.8011,32768,11.915,2.548
165,3.8291,32768,11.992,2.745
166,3.9056,32768,12.069,2.884
167,3.8924,32768,11.986,3.414
168,3.7429,32768,11.938,3.223
169,3.6045,32768,11.959,2.539
170,3.8812,32768,11.957,3.192
171,3.6718,32768,11.921,3.257
172,3.7358,32768,12.174,3.635
173,3.7404,32768,11.886,3.178
174,3.7953,32768,11.862,3.911
175,3.8813,32768,12.004,3.334
176,3.6865,32768,11.883,2.856
177,3.6099,32768,11.855,3.749
178,3.6699,32768,11.818,2.942
179,3.8975,32768,11.985,3.844
180,3.8063,32768,11.821,3.637
181,3.6749,32768,12.014,2.746
182,3.7266,32768,12.123,2.844
183,3.6143,32768,11.929,3.508
184,3.6639,32768,12.021,2.886
185,3.6419,32768,12.046,3.088
186,3.8968,32768,12.17,2.789
187,3.7484,32768,12.153,2.672
188,3.686,32768,11.984,3.898
189,3.6152,32768,11.994,2.601
190,3.858,32768,11.9,3.509
191,3.7367,32768,11.954,3.369
192,3.7082,32768,11.89,2.667
193,3.6811,32768,11.999,3.937
194,3.5424,32768,11.898,3.782
195,3.9069,32768,12.159,2.695
196,3.5627,32768,12.077,3.78
197,3.811,32768,11.877,3.172
198,3.5531,32768,11.931,3.521
199,3.8681,32768,11.813,3.058
200,3.7139,32768,11.834,3.724
201,3.8613,32768,11.806,2.998
202,3.7141,32768,11.881,2.884
203,3.7448,32768,12.169,3.012
204,3.608,32768,11.863,2.906
205,3.5731,32768,12.193,3.871
206,3.6392,32768,12.076,2.799
207,3.8338,32768,11.976,3.012
208,3.5961,32768,11.963,2.539
209,3.6999,32768,12.155,2.817
210,3.7314,32768,11.907,2.672
211,3.7032,32768,12.03,3.718
212,3.8432,32768,12.018,3.59
213,3.7668,32768,12.033,3.771
214,3.6468,32768,11.815,3.92
215,3.7233,32768,12.087,3.488
216,3.5896,32768,11.984,3.989
217,3.5598,32768,12.042,2.884
218,3.619,32768,11.958,3.586
219,3.6274,32768,12.166,3.199
220,3.7367,32768,11.819,3.62
221,3.6107,32768,11.981,2.675
222,3.6492,32768,12.02,3.139
223,3.5845,32768,11.839,3.341
224,3.629,32768,12.043,2.815
225,3.8835,32768,12.043,3.393
226,3.5929,32768,11.909,3.55
227,3.7297,32768,11.942,3.793
228,3.73,32768,11.946,3.436
229,3.8798,32768,11.945,2.775
230,3.7263,32768,11.85,3.86
231,3.5744,32768,11.994,2.654
232,3.8159,32768,11.999,3.102
233,3.5828,32768,12.105,3.736
234,3.7779,32768,12.068,3.467
235,3.9041,32768,11.891,2.969
236,3.7054,32768,12.068,3.518
237,3.6533,32768,12.196,3.682
238,3.7975,32768,12.182,3.63
239,3.6182,32768,12.01,2.864
240,3.6459,32768,12.188,3.723
241,3.7747,32768,11.876,2.972
242,3.7222,32768,12.053,3.944
243,3.7814,32768,12.041,3.113
244,3.9067,32768,12.132,2.595
245,3.6378,32768,12.147,2.625
246,3.6614,32768,12.146,2.998
247,3.7629,32768,12.155,3.746
248,3.7897,32768,12.143,3.159
249,3.7994,32768,12.198,3.594
250,3.5952,32768,12.17,3.068
251,3.5713,32768,12.189,2.75
252,3.7618,32768,11.801,3.324
253,3.5817,32768,12.061,2.713
254,3.6192,32768,12.17,3.134
255,3.5895,32768,11.98,3.886
256,3.6113,32768,12.194,3.607
257,3.7887,32768,12.139,3.125
258,3.576,32768,12.192,3.899
259,3.6789,32768,12.003,3.33
260,3.6323,32768,11.992,3.198
261,3.7257,32768,11.991,3.076
262,3.6717,32768,12.112,2.591
263,3.822,32768,12.101,3.8
264,3.8319,32768,11.919,3.807
265,3.6682,32768,11.876,3.461
266,3.6736,32768,11.888,3.201
267,3.868,32768,11.807,3.701
268,3.7241,32768,11.949,3.779
269,3.6745,32768,12.038,3.571
270,3.8108,32768,11.85,3.749
271,3.5401,32768,11.907,3.182
272,3.7781,32768,12.174,2.591
273,3.8344,32768,11.856,2.766
274,3.5482,32768,12.063,2.646
275,3.6473,32768,12.132,3.525
276,3.8324,32768,12.033,3.607
277,3.8078,32768,12.177,3.119
278,3.8317,32768,11.812,3.646
279,3.556,32768,11.944,3.275
280,3.865,32768,11.915,3.106
281,3.5623,32768,12.072,3.13
282,3.5621,32768,12.13,3.837
283,3.7484,32768,11.929,3.297
284,3.6849,32768,12.136,3.68
285,3.7242,32768,11.975,2.537
286,3.8691,32768,12.084,2.547
287,3.5953,32768,11.929,3.239
288,3.6891,32768,11.952,3.269
289,3.8745,32768,12.191,3.61
290,3.7739,32768,11.923,3.594
291,3.7516,32768,11.986,3.47
292,3.6824,32768,12.066,2.738
293,3.6797,32768,11.895,3.966
294,3.8608,32768,11.99,3.401
295,3.8762,32768,12.185,3.989
296,3.5864,32768,12.055,2.857
297,3.6372,32768,11.802,3.644
298,3.5573,32768,12.035,3.362
299,3.7798,32768,12.18,2.994
300,3.8497,32768,11.933,3.981
301,3.5437,32768,11.991,2.745
302,3.5739,32768,11.877,3.448
303,3.882,32768,12.008,3.485
304,3.729,32768,12.18,3.165
305,3.8429,32768,11.828,3.032
306,3.5691,32768,12.007,3.319
307,3.5924,32768,11.832,2.501
308,3.745,32768,11.903,3.232
309,3.5957,32768,12.122,3.393
310,3.6448,32768,12.018,3.2
311,3.8012,32768,11.945,2.583
312,3.6513,32768,11.872,3.866
313,3.8241,32768,12.189,2.822
314,3.685,32768,11.998,2.592
315,3.7368,32768,12.014,3.678
316,3.8255,32768,11.966,3.507
317,3.7935,32768,11.885,2.966
318,3.6586,32768,12.133,2.861
319,3.7135,32768,12.112,3.229
320,3.6633,32768,11.883,3.819
321,3.7898,32768,11.809,2.958
322,3.8907,32768,12.139,3.73
323,3.816,32768,12.158,3.204
324,3.6407,32768,11.957,3.334
325,3.6373,32768,11.947,2.662
326,3.8226,32768,11.854,3.451
327,3.6313,32768,11.999,2.997
328,3.8578,32768,12.001,3.728
329,3.6465,32768,12.11,3.199
330,3.5968,32768,11.882,3.829
331,3.6684,32768,12.089,2.546
332,3.8147,32768,11.962,3.906
333,3.6054,32768,12.036,2.767
334,3.8089,32768,11.919,3.402
335,3.7274,32768,11.953,3.143
336,3.5818,32768,11.92,3.172
337,3.7391,32768,12.101,3.657
338,3.9054,32768,12.129,3.896
339,3.6653,32768,11.808,3.856
340,3.6109,32768,12.018,3.203
341,3.6819,32768,12.011,2.811
342,3.8596,32768,12.054,2.858
343,3.5537,32768,11.967,3.085
344,3.7146,32768,12.001,2.777
345,3.6232,32768,12.022,3.281
346,3.5434,32768,11.819,3.579
347,3.6208,32768,12.167,2.674
348,3.605,32768,12.037,2.527
349,3.7197,32768,11.82,3.304
350,3.7458,32768,11.989,3.878
351,3.5612,32768,11.988,2.865
352,3.6446,32768,11.904,2.839
353,3.717,32768,12.161,3.855
354,3.7882,32768,11.883,2.739
355,3.6705,32768,11.963,3.927
356,3.723,32768,11.973,3.837
357,3.8239,32768,12.071,2.8
358,3.7721,32768,11.882,3.105
359,3.7887,32768,11.84,3.067
360,3.8097,32768,12.037,3.222
361,3.8527,32768,12.199,3.012
362,3.8289,32768,12.087,2.964
363,3.6604,32768,11.974,3.023
364,3.7671,32768,12.142,3.25
365,3.5876,32768,12.14,2.978
366,3.8272,32768,11.881,3.761
367,3.6768,32768,11.828,3.764
368,3.7016,32768,12.112,2.856
369,3.8135,32768,12.086,3.425
370,3.8895,32768,11.836,3.958
371,3.852,32768,11.848,3.773
372,3.6621,32768,12.078,2.715
373,3.5854,32768,12.133,3.97
374,3.8488,32768,11.956,2.849
375,3.7792,32768,12.058,3.522
376,3.5533,32768,12.024,3.893
377,3.7643,32768,11.914,3.407
378,3.8805,32768,12.196,3.308
379,3.5408,32768,12.013,3.871
380,3.7787,32768,12.163,3.988
381,3.5676,32768,12.153,3.31
382,3.8383,32768,12.054,2.639
383,3.5629,32768,11.925,2.724
384,3.5507,32768,12.136,3.307
385,3.7457,32768,12.047,3.901
386,3.5817,32768,12.157,2.62
387,3.5754,32768,12.078,2.992
388,3.7184,32768,11.933,3.747
389,3.7566,32768,11.848,3.996
390,3.7622,32768,12.1,2.919
391,3.6459,32768,11.989,2.983
392,3.5567,32768,12.087,2.719
393,3.6502,32768,12.019,3.887
394,3.8126,32768,11.892,2.793
395,3.8545,32768,12.104,2.65
396,3.863,32768,11.889,2.804
397,3.8534,32768,11.925,3.86
398,3.7853,32768,11.839,2.63
399,3.7528,32768,11.902,3.357
400,3.773,32768,11.813,3.905
401,3.6471,32768,12.01,3.456
402,3.6294,32768,11.908,3.249
403,3.6947,32768,11.876,3.445
404,3.6328,32768,11.844,3.875
405,3.7598,32768,11.917,2.71
406,3.8618,32768,12.038,3.387
407,3.8144,32768,11.861,3.439
408,3.6095,32768,11.938,2.504
409,3.672,32768,11.96,2.853
410,3.8248,32768,11.905,2.694
411,3.8511,32768,11.913,3.27
412,3.8073,32768,11.896,2.797
413,3.7036,32768,11.92,3.125
414,3.861,32768,11.898,3.539
415,3.6378,32768,12.006,3.824
416,3.5784,32768,12.187,2.654
417,3.6871,32768,12.047,2.659
418,3.8393,32768,11.824,3.259
419,3.5694,32768,12.054,3.642
420,3.6916,32768,12.182,2.593
421,3.7261,32768,11.803,3.557
422,3.7665,32768,11.873,3.55
423,3.7903,32768,11.917,3.221
424,3.8887,32768,12.004,2.9
425,3.9062,32768,12.153,3.45
426,3.812,32768,11.878,2.685
427,3.7806,32768,11.859,2.509
428,3.8369,32768,11.823,3.48
429,3.6425,32768,12.059,2.929
430,3.5683,32768,12.01,3.631
431,3.6263,32768,12.194,2.598
432,3.8621,32768,11.973,3.431
433,3.8391,32768,12.002,2.75
434,3.6325,32768,12.043,2.529
435,3.8944,32768,11.974,3.549
436,3.7547,32768,11.868,2.926
437,3.7988,32768,11.987,3.178
438,3.6987,32768,12.04,3.326
439,3.8195,32768,11.902,3.979
440,3.605,32768,12.065,3.501
441,3.6872,32768,12.163,3.125
442,3.5588,32768,11.933,3.48
443,3.652,32768,12.191,3.811
444,3.5784,32768,12.197,2.833
445,3.8861,32768,11.961,2.739
446,3.7874,32768,11.861,3.48
447,3.8656,32768,11.88,3.194
448,3.8963,32768,12.05,2.606
449,3.5798,32768,11.843,2.829
450,3.6611,32768,11.972,2.854
451,3.6907,32768,11.87,3.486
452,3.7681,32768,11.878,3.568
453,3.5683,32768,12.041,2.705
454,3.705,32768,12.168,3.547
455,3.6759,32768,11.857,2.706
456,3.5989,32768,11.889,3.086
457,3.6028,32768,11.913,3.187
458,3.8395,32768,12.037,3.427
459,3.5596,32768,11.984,3.781
460,3.6658,32768,11.904,3.922
461,3.9022,32768,11.895,2.679
462,3.7947,32768,12.013,3.286
463,3.5634,32768,12.02,3.231
464,3.6337,32768,11.971,2.507
465,3.6818,32768,11.826,3.244
466,3.8874,32768,12.121,3.148
467,3.8063,32768,11.975,3.282
468,3.8286,32768,11.868,2.961
469,3.5552,32768,11.937,3.165
470,3.7238,32768,11.977,2.559
471,3.7246,32768,11.905,2.775
472,3.8374,32768,11.979,2.612
473,3.8675,32768,12.047,3.887
474,3.7105,32768,11.956,3.543
475,3.5742,32768,12.187,2.772
476,3.7462,32768,12.003,3.924
477,3.8643,32768,12.143,3.395
478,3.5476,32768,12.106,2.602
479,3.657,32768,11.906,3.464
480,3.6262,32768,11.976,3.937
481,3.6339,32768,12.01,3.156
482,3.8701,32768,12.096,3.759
483,3.8494,32768,11.931,3.258
484,3.6854,32768,12.099,3.184
485,3.6135,32768,11.862,2.932
486,3.6883,32768,11.967,3.269
487,3.5656,32768,12.059,2.638
488,3.7759,32768,12.124,3.742
489,3.87,32768,12.154,3.531
490,3.6965,32768,11.812,3.71
491,3.6747,32768,11.861,3.212
492,3.7348,32768,11.846,3.356
493,3.8261,32768,12.006,2.533
494,3.8329,32768,12.139,3.711
495,3.8308,32768,11.802,3.528
496,3.562,32768,12.104,2.968
497,3.5465,32768,11.849,2.992
498,3.7533,32768,12.086,3.561
499,3.8813,32768,11.865,2.991
500,3.6907,32768,11.852,2.923
501,3.6747,32768,12.06,2.989
502,3.5665,32768,11.814,2.849
503,3.7359,32768,11.848,3.191
504,3.8437,32768,12.124,3.677
505,3.6847,32768,11.982,3.953
506,3.7372,32768,12.19,3.185
507,3.8886,32768,12.037,2.855
508,3.5946,32768,12.028,3.139
509,3.6789,32768,11.969,3.927
510,3.8413,32768,11.968,3.838
511,3.9098,32768,11.908,3.868
512,3.9012,32768,12.014,2.712
513,3.6663,32768,11.809,2.54
514,3.868,32768,12.08,3.383
515,3.6675,32768,12.143,3.029
516,3.585,32768,11.947,2.915
517,3.7849,32768,11.883,3.657
518,3.5679,32768,11.986,3.94
519,3.8085,32768,11.888,3.687
520,3.7175,32768,11.808,3.869
521,3.8229,32768,11.875,2.687
522,3.8531,32768,12.05,2.896
523,3.7964,32768,11.999,3.368
524,3.8767,32768,11.863,3.054
525,3.6198,32768,11.916,3.541
526,3.8436,32768,11.961,3.894
527,3.7639,32768,11.901,3.702
528,3.6942,32768,11.889,3.166
529,3.7044,32768,11.931,3.436
530,3.6547,32768,12.064,3.477
531,3.6926,32768,12.13,2.773
532,3.7368,32768,11.924,3.94
533,3.8422,32768,12.158,2.842
534,3.7256,32768,11.875,3.976
535,3.6311,32768,12.079,3.557
536,3.818,32768,11.944,3.716
537,3.7687,32768,12.034,3.267
538,3.7971,32768,12.076,2.531
539,3.6252,32768,12.182,2.522
540,3.6832,32768,11.901,3.351
541,3.6411,32768,11.839,3.931
542,3.6809,32768,11.836,3.978
543,3.8562,32768,12.095,3.426
544,3.6543,32768,11.875,2.93
545,3.6012,32768,12.053,2.797
546,3.6719,32768,11.988,3.55
547,3.559,32768,11.837,3.379
548,3.5971,32768,11.862,2.923
549,3.648,32768,12.081,2.751
