step,step_time_s,tokens_this_step,peak_mem_gb,loss
286,0.8928,32768,21.989,3.878
287,0.8985,32768,22.009,3.469
288,0.8907,32768,21.913,3.472
289,0.8892,32768,21.95,3.806
290,0.8875,32768,22.07,2.958
291,0.8584,32768,22.115,3.455
292,0.8986,32768,21.925,3.628
293,0.8657,32768,21.824,3.15
294,0.8633,32768,22.135,3.643
295,0.8296,32768,22.169,3.464
296,0.8576,32768,21.994,2.546
297,0.8267,32768,21.818,2.753
298,0.8981,32768,21.928,3.59
299,0.8209,32768,21.863,3.814
300,0.8463,32768,22.042,3.794
301,0.8245,32768,21.829,3.092
302,0.8982,32768,22.112,2.916
303,0.8456,32768,22.136,2.872
304,0.8647,32768,21.974,3.914
305,0.8993,32768,21.973,3.718
306,0.8394,32768,21.923,3.053
307,0.8616,32768,22.117,3.414
308,0.8656,32768,21.988,2.778
309,0.8508,32768,22.035,3.446
310,0.8859,32768,22.075,2.658
311,0.8224,32768,22.113,3.976
312,0.8759,32768,21.872,3.903
313,0.8852,32768,21.802,3.427
314,0.8502,32768,21.948,3.012
315,0.8637,32768,22.047,2.557
316,0.8625,32768,22.076,2.646
317,0.9048,32768,21.902,2.972
318,0.8327,32768,21.884,3.178
319,0.8947,32768,22.006,3.603
320,0.8379,32768,22.128,3.34
321,0.8381,32768,21.984,3.849
322,0.8928,32768,21.862,3.42
323,0.8786,32768,22.109,3.188
324,0.8411,32768,21.847,3.394
325,0.8525,32768,21.971,3.016
326,0.8981,32768,21.899,2.794
327,0.8554,32768,21.807,3.036
328,0.8446,32768,21.836,2.946
329,0.878,32768,21.947,2.549
330,0.868,32768,21.994,3.063
331,0.8539,32768,21.929,3.821
332,0.8891,32768,22.075,2.993
333,0.8907,32768,21.872,3.302
334,0.8831,32768,21.949,3.645
335,0.8818,32768,22.064,3.611
336,0.8669,32768,21.953,3.717
337,0.8804,32768,21.971,3.931
338,0.8655,32768,21.847,3.774
339,0.8889,32768,22.083,3.805
340,0.866,32768,21.977,3.15
341,0.8967,32768,22.102,2.874
342,0.8661,32768,22.073,3.122
343,0.8817,32768,21.856,3.469
344,0.904,32768,22.044,2.855
345,0.8478,32768,21.971,3.455
346,0.8735,32768,22.1,3.449
347,0.8301,32768,22.1,3.578
348,0.8738,32768,21.954,2.928
349,0.8866,32768,21.924,3.43
350,0.8544,32768,21.876,3.929
351,0.8441,32768,21.96,3.338
352,0.9027,32768,21.889,3.192
353,0.8562,32768,21.896,3.265
354,0.8608,32768,21.957,2.786
355,0.8857,32768,21.828,3.805
356,0.823,32768,21.919,2.648
357,0.8812,32768,21.918,3.899
358,0.8754,32768,22.155,3.389
359,0.8523,32768,22.042,2.943
360,0.8711,32768,21.994,2.744
361,0.8594,32768,21.846,2.719
362,0.8325,32768,22.187,3.954
363,0.8473,32768,22.056,3.709
364,0.8911,32768,22.131,3.11
365,0.8947,32768,21.951,2.687
366,0.8551,32768,22.043,2.539
367,0.8459,32768,21.889,3.095
368,0.8795,32768,22.114,3.136
369,0.8827,32768,21.862,3.65
370,0.8375,32768,22.196,2.738
371,0.8853,32768,22.191,3.108
372,0.8568,32768,22.099,3.933
373,0.8803,32768,22.02,3.621
374,0.8513,32768,21.818,2.668
375,0.8416,32768,22.008,3.983
376,0.8934,32768,21.887,2.862
377,0.8945,32768,22.158,3.368
378,0.9036,32768,21.946,3.246
379,0.887,32768,21.907,2.837
380,0.8713,32768,22.009,2.939
381,0.8539,32768,21.804,3.098
382,0.8558,32768,21.975,2.775
383,0.8785,32768,21.962,3.296
384,0.8502,32768,21.977,3.214
385,0.8751,32768,21.927,2.735
386,0.8538,32768,21.917,2.539
387,0.8841,32768,22.148,3.607
388,0.8867,32768,22.128,3.458
389,0.8378,32768,21.968,2.598
390,0.8985,32768,21.959,2.999
391,0.8838,32768,21.889,3.046
392,0.8563,32768,21.862,2.959
393,0.8806,32768,21.869,3.381
394,0.8267,32768,21.883,3.889
395,0.8342,32768,21.948,3.463
396,0.8714,32768,22.011,2.832
397,0.8782,32768,22.154,3.163
398,0.9023,32768,21.91,2.951
399,0.8194,32768,21.921,3.514
400,0.876,32768,21.991,2.925
401,0.8211,32768,21.995,3.723
402,0.8598,32768,21.879,2.666
403,0.884,32768,21.977,3.215
404,0.8217,32768,21.814,3.536
405,0.825,32768,21.824,2.709
406,0.8676,32768,22.172,2.607
407,0.847,32768,22.068,3.621
408,0.8675,32768,22.167,3.341
409,0.8512,32768,22.03,3.163
410,0.8691,32768,22.162,3.755
411,0.8998,32768,22.181,3.162
412,0.8423,32768,21.869,3.27
413,0.8709,32768,21.998,3.859
414,0.8816,32768,21.997,3.733
415,0.8569,32768,22.084,3.675
416,0.8257,32768,21.995,3.232
417,0.8622,32768,21.903,3.985
418,0.8579,32768,22.097,3.205
419,0.8226,32768,22.142,3.843
420,0.8587,32768,21.983,3.593
421,0.828,32768,21.852,3.143
422,0.861,32768,21.82,3.831
423,0.8236,32768,21.942,2.97
424,0.8744,32768,21.84,3.549
425,0.8196,32768,21.821,2.583
426,0.8264,32768,22.111,3.071
427,0.8972,32768,21.809,3.756
428,0.8406,32768,22.197,2.925
429,0.8463,32768,22.032,3.015
430,0.8826,32768,22.032,2.877
431,0.8347,32768,22.115,3.147
432,0.8253,32768,22.031,3.702
433,0.8651,32768,22.055,3.718
434,0.8379,32768,22.104,3.312
435,0.8599,32768,21.804,3.146
436,0.831,32768,21.87,2.768
437,0.901,32768,21.913,3.31
438,0.8683,32768,21.822,3.558
439,0.8284,32768,21.806,3.193
440,0.8538,32768,22.108,3.193
441,0.8841,32768,22.18,2.707
442,0.8247,32768,22.105,2.586
443,0.8612,32768,22.134,3.131
444,0.8795,32768,22.102,2.994
445,0.8434,32768,21.922,2.883
446,0.8317,32768,22.003,3.304
447,0.8506,32768,22.003,3.48
448,0.8954,32768,21.938,2.586
449,0.8709,32768,22.101,2.911
450,0.8196,32768,21.99,3.257
451,0.8257,32768,22.153,3.762
452,0.9009,32768,21.955,3.462
453,0.8299,32768,22.144,2.64
454,0.8709,32768,22.004,3.519
455,0.8509,32768,22.082,3.953
456,0.8541,32768,22.135,2.588
457,0.8611,32768,22.18,2.502
458,0.8809,32768,22.015,3.625
459,0.8221,32768,22.177,3.759
460,0.8877,32768,21.852,3.594
461,0.8756,32768,22.028,2.685
462,0.8429,32768,22.043,3.098
463,0.8268,32768,22.015,2.75
464,0.8252,32768,22.19,2.721
465,0.9039,32768,22.076,3.318
466,0.8867,32768,21.875,2.505
467,0.8638,32768,21.818,3.47
468,0.8573,32768,22.042,2.785
469,0.8466,32768,22.141,2.813
470,0.8249,32768,22.078,3.066
471,0.8961,32768,22.188,3.891
472,0.8658,32768,21.984,3.265
473,0.8633,32768,22.027,2.907
474,0.8841,32768,22.002,3.907
475,0.8951,32768,22.03,2.883
476,0.8556,32768,22.087,3.267
477,0.8446,32768,21.898,3.611
478,0.8862,32768,22.004,3.906
479,0.8728,32768,21.917,2.87
480,0.8877,32768,22.195,3.061
481,0.8248,32768,21.885,2.824
482,0.8709,32768,22.13,2.851
483,0.8202,32768,21.992,3.126
484,0.877,32768,22.034,3.828
485,0.9029,32768,22.023,2.827
486,0.8248,32768,22.15,3.703
487,0.8437,32768,22.156,3.853
488,0.8316,32768,22.075,2.674
489,0.8243,32768,22.103,3.212
490,0.8351,32768,21.837,3.396
491,0.8756,32768,22.115,3.219
492,0.851,32768,21.992,3.813
493,0.878,32768,22.175,3.942
494,0.9037,32768,22.148,2.97
495,0.8882,32768,21.844,3.972
496,0.8982,32768,22.069,3.842
497,0.831,32768,22.173,3.799
498,0.8527,32768,22.055,3.962
499,0.8889,32768,22.155,3.94
500,0.8455,32768,22.184,3.9
501,0.8898,32768,21.875,3.175
502,0.8964,32768,21.914,2.59
503,0.8254,32768,21.891,3.378
504,0.8459,32768,21.847,2.537
505,0.8361,32768,21.995,3.507
506,0.855,32768,22.118,2.631
507,0.8572,32768,22.104,3.195
508,0.8605,32768,21.874,3.39
509,0.9017,32768,22.087,3.751
510,0.8366,32768,21.861,3.797
511,0.867,32768,22.131,2.901
512,0.8298,32768,22.082,3.295
513,0.8845,32768,21.904,3.618
514,0.8821,32768,21.861,2.522
515,0.8279,32768,21.832,2.532
516,0.8799,32768,21.86,3.208
517,0.8794,32768,21.948,2.765
518,0.8953,32768,22.014,3.923
519,0.8708,32768,22.125,3.096
520,0.8679,32768,22.141,3.748
521,0.8541,32768,21.886,2.738
522,0.8249,32768,22.073,3.413
523,0.8758,32768,22.153,3.835
524,0.8902,32768,22.147,3.762
525,0.8731,32768,21.818,3.652
526,0.8528,32768,21.923,3.751
527,0.8412,32768,22.101,3.716
528,0.8635,32768,21.955,3.977
529,0.8267,32768,22.173,3.412
530,0.8409,32768,21.926,2.757
531,0.8787,32768,21.946,2.922
532,0.8973,32768,22.061,3.333
533,0.8604,32768,22.035,3.699
534,0.8623,32768,22.171,3.024
535,0.8504,32768,21.836,3.077
536,0.8211,32768,22.085,3.769
537,0.8921,32768,22.104,3.415
538,0.8531,32768,21.963,2.638
539,0.8935,32768,21.879,3.009
540,0.8646,32768,22.187,3.494
541,0.8361,32768,21.99,3.88
542,0.8537,32768,22.115,3.576
543,0.895,32768,21.978,2.637
544,0.8219,32768,22.14,2.882
545,0.8967,32768,21.875,3.932
546,0.8794,32768,22.185,3.832
547,0.9038,32768,21.927,3.128
548,0.8309,32768,22.006,2.791
549,0.8452,32768,21.815,2.558
