step,step_time_s,tokens_this_step,peak_mem_gb,loss
137,0.9799,32768,14.544,3.381
138,1.0214,32768,14.64,3.336
139,0.9691,32768,14.69,2.657
140,0.9857,32768,14.475,3.262
141,0.9845,32768,14.409,3.391
142,0.9709,32768,14.673,2.617
143,0.9517,32768,14.65,3.315
144,0.9912,32768,14.699,3.898
145,0.975,32768,14.517,3.864
146,0.964,32768,14.408,3.483
147,0.9981,32768,14.442,3.497
148,0.9611,32768,14.531,2.909
149,0.9976,32768,14.383,3.789
150,1.0401,32768,14.497,3.202
151,1.037,32768,14.56,2.845
152,1.0027,32768,14.627,3.31
153,0.9479,32768,14.408,3.402
154,1.0008,32768,14.322,3.332
155,0.9811,32768,14.495,2.987
156,1.0308,32768,14.377,2.82
157,1.0184,32768,14.454,3.778
158,1.0252,32768,14.356,3.425
159,0.9577,32768,14.604,3.328
160,0.9658,32768,14.619,3.954
161,0.9665,32768,14.587,3.184
162,0.9924,32768,14.684,3.93
163,0.9656,32768,14.315,2.599
164,0.9771,32768,14.628,2.718
165,1.0084,32768,14.514,3.046
166,0.9458,32768,14.378,3.618
167,1.034,32768,14.453,3.598
168,1.0213,32768,14.578,2.648
169,0.9718,32768,14.657,3.924
170,0.9436,32768,14.587,2.758
171,0.9608,32768,14.641,3.865
172,1.0024,32768,14.67,2.525
173,0.9528,32768,14.568,3.82
174,1.004,32768,14.436,3.41
175,0.9483,32768,14.535,2.938
176,0.9506,32768,14.627,2.858
177,0.9908,32768,14.492,3.744
178,0.9559,32768,14.441,2.925
179,1.0023,32768,14.421,3.764
180,1.0206,32768,14.682,3.187
181,1.003,32768,14.35,3.55
182,0.9505,32768,14.663,2.809
183,0.9717,32768,14.56,3.959
184,0.9876,32768,14.323,3.111
185,1.0378,32768,14.536,3.025
186,1.0073,32768,14.438,3.533
187,0.9736,32768,14.37,3.233
188,1.0223,32768,14.482,3.046
189,1.0165,32768,14.409,3.805
190,0.9671,32768,14.518,2.989
191,0.98,32768,14.451,3.042
192,0.9869,32768,14.426,2.632
193,1.0415,32768,14.681,2.957
194,0.9519,32768,14.504,2.68
195,0.9802,32768,14.449,2.859
196,0.9751,32768,14.675,3.103
197,0.9982,32768,14.693,2.685
198,1.0251,32768,14.542,3.862
199,0.9679,32768,14.427,3.347
200,1.0037,32768,14.396,3.776
201,0.948,32768,14.388,2.84
202,0.9767,32768,14.581,2.986
203,1.0282,32768,14.376,3.489
204,0.9699,32768,14.61,3.286
205,0.9556,32768,14.549,3.748
206,1.0267,32768,14.619,2.661
207,1.0293,32768,14.536,3.989
208,0.9821,32768,14.609,3.277
209,0.9671,32768,14.485,2.906
210,1.007,32768,14.621,3.303
211,1.0177,32768,14.66,3.685
212,1.0088,32768,14.544,3.235
213,0.9989,32768,14.326,3.328
214,0.9797,32768,14.586,3.392
215,0.9454,32768,14.661,3.544
216,1.0322,32768,14.681,3.608
217,0.9632,32768,14.342,2.76
218,0.9574,32768,14.69,2.824
219,0.9697,32768,14.377,3.849
220,0.9813,32768,14.487,3.286
221,0.9733,32768,14.664,3.22
222,0.9831,32768,14.646,2.896
223,0.9669,32768,14.664,3.158
224,0.9857,32768,14.513,2.64
225,0.972,32768,14.671,2.667
226,0.9756,32768,14.476,2.615
227,0.9815,32768,14.593,3.585
228,0.9835,32768,14.356,3.38
229,0.9928,32768,14.686,3.663
230,0.9933,32768,14.369,2.837
231,1.0378,32768,14.67,3.353
232,0.9905,32768,14.545,3.567
233,0.9664,32768,14.461,3.443
234,0.9672,32768,14.581,3.236
235,0.9573,32768,14.577,2.513
236,0.9701,32768,14.488,3.458
237,0.9975,32768,14.507,2.518
238,0.9925,32768,14.489,2.94
239,1.005,32768,14.519,3.084
240,0.948,32768,14.474,3.338
241,0.9756,32768,14.48,3.382
242,1.0093,32768,14.513,3.235
243,0.9811,32768,14.683,3.686
244,0.9691,32768,14.658,3.554
245,1.0345,32768,14.486,3.411
246,0.9483,32768,14.583,3.405
247,0.9496,32768,14.601,3.16
248,1.0038,32768,14.366,3.385
249,0.9931,32768,14.547,3.298
250,1.0137,32768,14.426,2.565
251,1.0405,32768,14.443,3.173
252,0.9797,32768,14.588,3.869
253,0.99,32768,14.677,3.322
254,1.035,32768,14.304,3.572
255,1.0134,32768,14.329,3.047
256,0.955,32768,14.439,3.876
257,0.978,32768,14.595,3.549
258,0.9932,32768,14.647,2.51
259,0.9913,32768,14.314,2.501
260,0.9724,32768,14.378,3.015
261,1.033,32768,14.342,3.466
262,0.952,32768,14.509,2.521
263,0.9983,32768,14.313,3.008
264,0.9757,32768,14.498,3.468
265,0.9652,32768,14.536,2.599
266,1.0107,32768,14.377,3.576
267,0.9885,32768,14.418,3.534
268,0.9585,32768,14.602,3.2
269,1.01,32768,14.676,3.675
270,1.02,32768,14.584,3.65
271,0.9951,32768,14.426,3.023
272,1.0357,32768,14.347,2.677
273,0.9547,32768,14.676,3.609
274,0.971,32768,14.432,3.699
275,0.9924,32768,14.304,2.602
276,1.0365,32768,14.354,3.77
277,0.9474,32768,14.447,3.235
278,0.9849,32768,14.688,3.18
279,0.968,32768,14.34,3.811
280,0.9813,32768,14.346,3.797
281,1.0313,32768,14.36,3.905
282,1.0149,32768,14.447,3.358
283,1.0292,32768,14.354,2.987
284,0.9998,32768,14.471,3.335
285,1.0258,32768,14.64,2.942
286,1.0386,32768,14.556,3.331
287,1.0174,32768,14.438,2.981
288,1.011,32768,14.333,3.611
289,0.9542,32768,14.587,2.897
290,0.9712,32768,14.576,3.772
291,1.0298,32768,14.622,2.521
292,1.0319,32768,14.604,3.139
293,1.0058,32768,14.669,2.998
294,1.0365,32768,14.668,3.289
295,1.0093,32768,14.669,3.905
296,0.9746,32768,14.513,2.527
297,0.9737,32768,14.621,3.409
298,0.981,32768,14.439,3.262
299,1.0381,32768,14.52,2.938
300,0.9722,32768,14.573,2.641
301,0.9695,32768,14.472,3.267
302,1.0203,32768,14.465,3.309
303,1.0067,32768,14.674,2.736
304,1.0028,32768,14.398,3.309
305,1.0075,32768,14.542,3.982
306,1.023,32768,14.367,3.236
307,1.0136,32768,14.695,2.956
308,0.9774,32768,14.694,3.038
309,0.9773,32768,14.652,3.356
310,0.9458,32768,14.682,2.963
311,0.9541,32768,14.511,3.55
312,0.9732,32768,14.602,3.685
313,0.9617,32768,14.39,3.677
314,1.001,32768,14.536,3.367
315,0.9445,32768,14.555,3.099
316,1.0122,32768,14.355,3.481
317,0.9785,32768,14.68,3.049
318,1.0307,32768,14.688,3.534
319,0.9668,32768,14.655,3.477
320,0.9737,32768,14.429,2.597
321,0.9743,32768,14.641,3.157
322,1.0158,32768,14.302,2.887
323,1.0386,32768,14.646,2.681
324,0.9784,32768,14.342,3.639
325,0.9488,32768,14.693,2.946
326,0.9707,32768,14.545,2.576
327,1.0325,32768,14.323,2.786
328,1.0038,32768,14.423,3.991
329,1.0402,32768,14.474,2.66
330,0.9764,32768,14.312,2.649
331,0.9642,32768,14.474,3.857
332,0.9921,32768,14.343,3.652
333,0.9989,32768,14.533,3.017
334,1.0123,32768,14.339,3.157
335,1.0312,32768,14.599,2.846
336,1.0322,32768,14.575,3.988
337,1.015,32768,14.543,3.401
338,0.9759,32768,14.553,3.798
339,1.0425,32768,14.614,2.855
340,1.0315,32768,14.635,3.58
341,0.9993,32768,14.308,2.575
342,1.0246,32768,14.652,3.38
343,0.9879,32768,14.343,3.729
344,0.9629,32768,14.58,3.541
345,0.9506,32768,14.549,3.617
346,0.9637,32768,14.526,3.159
347,1.0011,32768,14.624,3.394
348,0.9959,32768,14.525,3.987
349,0.957,32768,14.448,2.534
350,0.959,32768,14.613,2.675
351,1.0148,32768,14.404,3.242
352,1.0032,32768,14.685,3.896
353,0.9899,32768,14.444,3.429
354,1.0334,32768,14.677,2.759
355,0.9988,32768,14.685,3.183
356,1.0339,32768,14.405,3.04
357,1.035,32768,14.424,3.156
358,0.9469,32768,14.426,3.783
359,0.9758,32768,14.536,3.227
360,1.0085,32768,14.373,3.981
361,0.9714,32768,14.33,2.797
362,0.9594,32768,14.55,2.835
363,1.0357,32768,14.572,2.818
364,0.9661,32768,14.392,2.759
365,1.0076,32768,14.368,2.832
366,1.0287,32768,14.652,3.625
367,1.0292,32768,14.601,3.494
368,0.9952,32768,14.461,2.923
369,0.9581,32768,14.454,2.739
370,1.0215,32768,14.653,3.958
371,0.9685,32768,14.433,3.309
372,0.9686,32768,14.533,2.862
373,0.9882,32768,14.494,3.948
374,1.0016,32768,14.403,2.949
375,1.0247,32768,14.515,3.972
376,0.9504,32768,14.348,2.948
377,0.9926,32768,14.445,3.511
378,1.0325,32768,14.551,3.419
379,0.9801,32768,14.418,2.975
380,1.0056,32768,14.363,3.429
381,1.0041,32768,14.627,3.913
382,1.0302,32768,14.595,3.052
383,1.0106,32768,14.418,3.638
384,0.9511,32768,14.479,2.705
385,0.9522,32768,14.317,3.208
386,0.9867,32768,14.55,2.862
387,0.9523,32768,14.652,2.515
388,0.9821,32768,14.53,3.076
389,1.0019,32768,14.606,3.719
390,0.9923,32768,14.606,3.701
391,0.9509,32768,14.478,3.709
392,1.0332,32768,14.307,3.829
393,1.0246,32768,14.499,3.137
394,0.9726,32768,14.617,2.93
395,1.0323,32768,14.486,3.78
396,0.9934,32768,14.697,3.203
397,0.9821,32768,14.484,3.015
398,0.9811,32768,14.449,3.686
399,1.0268,32768,14.469,3.328
400,1.0212,32768,14.651,3.698
401,1.0394,32768,14.372,3.575
402,1.025,32768,14.626,3.005
403,0.9584,32768,14.487,3.232
404,0.9864,32768,14.34,2.687
405,1.0034,32768,14.629,3.739
406,1.0302,32768,14.656,2.866
407,0.9699,32768,14.52,2.953
408,1.0392,32768,14.567,3.999
409,0.9512,32768,14.41,2.607
410,1.015,32768,14.301,2.854
411,0.9944,32768,14.414,2.944
412,1.0067,32768,14.536,3.572
413,1.0321,32768,14.57,3.116
414,0.9512,32768,14.55,2.594
415,0.9908,32768,14.634,3.859
416,1.0257,32768,14.483,3.001
417,0.948,32768,14.466,2.527
418,1.0298,32768,14.323,3.65
419,0.9537,32768,14.315,3.433
420,1.0099,32768,14.613,3.459
421,1.0352,32768,14.558,2.608
422,0.9745,32768,14.527,3.874
423,1.0369,32768,14.321,2.583
424,0.957,32768,14.522,3.479
425,0.9566,32768,14.454,3.452
426,0.9702,32768,14.416,3.507
427,1.0224,32768,14.493,3.266
428,1.0031,32768,14.579,3.156
429,1.0346,32768,14.33,3.683
430,0.9593,32768,14.339,2.552
431,0.9997,32768,14.642,2.888
432,1.0368,32768,14.628,3.84
433,1.0069,32768,14.327,2.828
434,1.0225,32768,14.337,2.866
435,1.0275,32768,14.453,3.577
436,0.95,32768,14.69,3.922
437,1.0218,32768,14.457,3.522
438,0.9449,32768,14.549,3.472
439,0.96,32768,14.561,3.925
440,0.9749,32768,14.661,3.783
441,1.0357,32768,14.313,3.43
442,0.9514,32768,14.584,2.635
443,1.0253,32768,14.444,3.807
444,0.9538,32768,14.346,3.304
445,0.987,32768,14.54,2.884
446,1.0134,32768,14.476,3.322
447,1.0206,32768,14.527,3.57
448,1.0227,32768,14.634,3.983
449,0.997,32768,14.691,3.22
450,0.9967,32768,14.517,3.853
451,1.0187,32768,14.698,2.567
452,0.9832,32768,14.689,3.428
453,1.0006,32768,14.36,3.605
454,0.9452,32768,14.304,3.391
455,0.9822,32768,14.64,3.519
456,1.0204,32768,14.579,2.737
457,0.9588,32768,14.423,3.993
458,0.9561,32768,14.369,3.0
459,0.9492,32768,14.56,3.94
460,0.9685,32768,14.544,2.667
461,0.9683,32768,14.685,3.465
462,0.9907,32768,14.46,2.773
463,0.9824,32768,14.319,2.783
464,0.9544,32768,14.686,2.954
465,1.0236,32768,14.611,2.541
466,1.0182,32768,14.481,3.935
467,0.9537,32768,14.501,2.756
468,0.9894,32768,14.405,2.909
469,1.0111,32768,14.496,2.686
470,1.0287,32768,14.45,3.97
471,0.9688,32768,14.557,2.597
472,1.0397,32768,14.438,2.64
473,1.0269,32768,14.484,3.893
474,1.029,32768,14.622,2.761
475,0.9516,32768,14.393,3.304
476,0.9989,32768,14.408,3.606
477,0.9786,32768,14.634,2.776
478,1.0083,32768,14.686,2.982
479,1.0364,32768,14.375,3.35
480,0.9814,32768,14.646,2.698
481,0.9606,32768,14.324,3.578
482,0.9941,32768,14.514,3.193
483,1.017,32768,14.313,3.778
484,1.0094,32768,14.548,2.671
485,0.9642,32768,14.319,2.629
486,0.9856,32768,14.665,3.155
487,0.9782,32768,14.435,3.078
488,0.9504,32768,14.607,2.89
489,0.9637,32768,14.403,3.32
490,0.948,32768,14.598,3.595
491,0.9623,32768,14.557,3.061
492,1.002,32768,14.452,3.891
493,1.0094,32768,14.654,3.773
494,0.9742,32768,14.409,3.984
495,0.9925,32768,14.47,2.777
496,1.0205,32768,14.481,2.597
497,0.9477,32768,14.595,3.124
498,1.0172,32768,14.47,3.068
499,0.996,32768,14.612,3.633
500,0.9729,32768,14.384,2.56
501,0.9911,32768,14.598,3.909
502,0.9547,32768,14.526,3.391
503,0.9782,32768,14.518,2.665
504,1.0027,32768,14.569,3.715
505,0.9807,32768,14.59,3.408
506,1.0004,32768,14.569,3.624
507,0.9526,32768,14.463,3.195
508,0.9455,32768,14.589,3.848
509,1.0077,32768,14.476,3.085
510,0.9885,32768,14.507,3.703
511,1.0138,32768,14.632,3.663
512,0.9472,32768,14.525,3.664
513,0.9881,32768,14.661,2.55
514,0.9438,32768,14.437,3.82
515,0.9775,32768,14.623,3.198
516,0.9909,32768,14.585,3.402
517,0.9901,32768,14.516,2.802
518,0.9604,32768,14.553,3.524
519,1.006,32768,14.336,3.323
520,1.0125,32768,14.396,2.938
521,1.0416,32768,14.315,3.504
522,0.9927,32768,14.408,3.487
523,0.9684,32768,14.511,2.964
524,1.0323,32768,14.697,3.698
525,0.9554,32768,14.592,3.82
526,0.9978,32768,14.437,3.181
527,1.0121,32768,14.688,2.838
528,0.9608,32768,14.545,3.162
529,0.9649,32768,14.632,3.903
530,0.9801,32768,14.48,2.744
531,1.0276,32768,14.661,3.793
532,0.9682,32768,14.58,3.289
533,1.0084,32768,14.501,3.303
534,1.0381,32768,14.676,2.861
535,1.0039,32768,14.565,3.377
536,0.9436,32768,14.309,3.434
537,1.0159,32768,14.552,3.352
538,1.0285,32768,14.426,2.752
539,0.9536,32768,14.438,3.725
540,0.9772,32768,14.367,3.192
541,0.9468,32768,14.313,3.923
542,1.037,32768,14.313,3.912
543,0.9647,32768,14.529,3.131
544,0.9449,32768,14.697,2.546
545,0.9799,32768,14.491,3.9
546,0.9705,32768,14.467,3.069
547,0.9851,32768,14.619,2.898
548,0.9784,32768,14.591,2.509
549,0.9739,32768,14.66,3.444
