step,step_time_s,tokens_this_step,peak_mem_gb,loss
122,1.544353,32768,22.9205,
123,1.543451,32768,22.9205,
124,1.546150,32768,22.9205,
125,1.545448,32768,22.9205,
126,1.540850,32768,22.9205,
127,1.544096,32768,22.9205,
128,1.544626,32768,22.9205,
129,1.543257,32768,22.9205,
130,1.543643,32768,22.9205,
131,1.544838,32768,22.9205,
132,1.547696,32768,22.9205,
133,1.543461,32768,22.9205,
134,1.543202,32768,22.9205,
135,1.555336,32768,22.9205,
136,1.537304,32768,22.9205,
137,1.547737,32768,22.9205,
138,1.538518,32768,22.9205,
139,1.541755,32768,22.9205,
140,1.544384,32768,22.9205,
141,1.545212,32768,22.9205,
142,1.547380,32768,22.9205,
143,1.541368,32768,22.9205,
144,1.543960,32768,22.9205,
145,1.544905,32768,22.9205,
146,1.544029,32768,22.9205,
147,1.543863,32768,22.9205,
148,1.545706,32768,22.9205,
149,1.556930,32768,22.9205,
150,1.531429,32768,22.9205,
151,1.543867,32768,22.9205,
152,1.545081,32768,22.9205,
153,1.544639,32768,22.9205,
154,1.544610,32768,22.9205,
155,1.543261,32768,22.9205,
156,1.544004,32768,22.9205,
157,1.544831,32768,22.9205,
158,1.543130,32768,22.9205,
159,1.547118,32768,22.9205,
160,1.547359,32768,22.9205,
161,1.541187,32768,22.9205,
162,1.545027,32768,22.9205,
163,1.548714,32768,22.9205,
164,1.540225,32768,22.9205,
165,1.547032,32768,22.9205,
166,1.544737,32768,22.9205,
167,1.542838,32768,22.9205,
168,1.546443,32768,22.9205,
169,1.544292,32768,22.9205,
170,1.550317,32768,22.9205,
171,1.551893,32768,22.9205,
172,1.535573,32768,22.9205,
173,1.552371,32768,22.9205,
174,1.537114,32768,22.9205,
175,1.544656,32768,22.9205,
176,1.543465,32768,22.9205,
177,1.544302,32768,22.9205,
178,1.543738,32768,22.9205,
179,1.545121,32768,22.9205,
180,1.545468,32768,22.9205,
181,1.549629,32768,22.9205,
182,1.541126,32768,22.9205,
183,1.545595,32768,22.9205,
184,1.546628,32768,22.9205,
185,1.545873,32768,22.9205,
186,1.542450,32768,22.9205,
187,1.542461,32768,22.9205,
188,1.544008,32768,22.9205,
189,1.544934,32768,22.9205,
190,1.545025,32768,22.9205,
191,1.546187,32768,22.9205,
192,1.546306,32768,22.9205,
193,1.542730,32768,22.9205,
194,1.545500,32768,22.9205,
195,1.545133,32768,22.9205,
196,1.544961,32768,22.9205,
197,1.544950,32768,22.9205,
198,1.549568,32768,22.9205,
199,1.538475,32768,22.9205,
200,1.544792,32768,22.9205,
201,1.545817,32768,22.9205,
202,1.543544,32768,22.9205,
203,1.545987,32768,22.9205,
204,1.544554,32768,22.9205,
205,1.549137,32768,22.9205,
206,1.540362,32768,22.9205,
207,1.544144,32768,22.9205,
208,1.544338,32768,22.9205,
209,1.547168,32768,22.9205,
210,1.564108,32768,22.9205,
211,1.527056,32768,22.9205,
212,1.563628,32768,22.9205,
213,1.526430,32768,22.9205,
214,1.546299,32768,22.9205,
215,1.544977,32768,22.9205,
216,1.545369,32768,22.9205,
217,1.543327,32768,22.9205,
218,1.545242,32768,22.9205,
219,1.547561,32768,22.9205,
220,1.545285,32768,22.9205,
221,1.544997,32768,22.9205,
222,1.550617,32768,22.9205,
223,1.540285,32768,22.9205,
224,1.544151,32768,22.9205,
225,1.544304,32768,22.9205,
226,1.547086,32768,22.9205,
227,1.544904,32768,22.9205,
228,1.554219,32768,22.9205,
229,1.535794,32768,22.9205,
230,1.546238,32768,22.9205,
231,1.544940,32768,22.9205,
232,1.546390,32768,22.9205,
233,1.543245,32768,22.9205,
234,1.545610,32768,22.9205,
235,1.545244,32768,22.9205,
236,1.544888,32768,22.9205,
237,1.544212,32768,22.9205,
238,1.545710,32768,22.9205,
239,1.545842,32768,22.9205,
240,1.543740,32768,22.9205,
241,1.544869,32768,22.9205,
242,1.543750,32768,22.9205,
243,1.545606,32768,22.9205,
244,1.545372,32768,22.9205,
245,1.543875,32768,22.9205,
246,1.545127,32768,22.9205,
247,1.545921,32768,22.9205,
248,1.549454,32768,22.9205,
249,1.543931,32768,22.9205,
250,1.542201,32768,22.9205,
251,1.551698,32768,22.9205,
252,1.535214,32768,22.9205,
253,1.545641,32768,22.9205,
254,1.544123,32768,22.9205,
255,1.544774,32768,22.9205,
256,1.547214,32768,22.9205,
257,1.546386,32768,22.9205,
258,1.544484,32768,22.9205,
259,1.545292,32768,22.9205,
260,1.544867,32768,22.9205,
261,1.545067,32768,22.9205,
262,1.555365,32768,22.9205,
263,1.537364,32768,22.9205,
264,1.544959,32768,22.9205,
265,1.545416,32768,22.9205,
266,1.545607,32768,22.9205,
267,1.552323,32768,22.9205,
268,1.542128,32768,22.9205,
269,1.544260,32768,22.9205,
270,1.541095,32768,22.9205,
271,1.546873,32768,22.9205,
272,1.543790,32768,22.9205,
273,1.544466,32768,22.9205,
274,1.544779,32768,22.9205,
275,1.545983,32768,22.9205,
276,1.545964,32768,22.9205,
277,1.544389,32768,22.9205,
278,1.545615,32768,22.9205,
279,1.545211,32768,22.9205,
280,1.544950,32768,22.9205,
281,1.545121,32768,22.9205,
282,1.545540,32768,22.9205,
283,1.549659,32768,22.9205,
284,1.545419,32768,22.9205,
285,1.544004,32768,22.9205,
286,1.544390,32768,22.9205,
287,1.543264,32768,22.9205,
288,1.546169,32768,22.9205,
289,1.542417,32768,22.9205,
290,1.548078,32768,22.9205,
291,1.541105,32768,22.9205,
292,1.544420,32768,22.9205,
293,1.545104,32768,22.9205,
294,1.545329,32768,22.9205,
295,1.546564,32768,22.9205,
296,1.543753,32768,22.9205,
297,1.545922,32768,22.9205,
298,1.548170,32768,22.9205,
299,1.540348,32768,22.9205,
300,1.543360,32768,22.9205,
301,1.545944,32768,22.9205,
302,1.547063,32768,22.9205,
303,1.545119,32768,22.9205,
304,1.545915,32768,22.9205,
305,1.543808,32768,22.9205,
306,1.546266,32768,22.9205,
307,1.546235,32768,22.9205,
308,1.542279,32768,22.9205,
309,1.545647,32768,22.9205,
310,1.545291,32768,22.9205,
311,1.545320,32768,22.9205,
312,1.545021,32768,22.9205,
313,1.546504,32768,22.9205,
314,1.543307,32768,22.9205,
315,1.547404,32768,22.9205,
316,1.544161,32768,22.9205,
317,1.545146,32768,22.9205,
318,1.543798,32768,22.9205,
319,1.545274,32768,22.9205,
320,1.545651,32768,22.9205,
321,1.544789,32768,22.9205,
322,1.576397,32768,22.9205,
323,1.528785,32768,22.9205,
324,1.534655,32768,22.9205,
325,1.556927,32768,22.9205,
326,1.536229,32768,22.9205,
327,1.546377,32768,22.9205,
328,1.543795,32768,22.9205,
329,1.553566,32768,22.9205,
330,1.535774,32768,22.9205,
331,1.545483,32768,22.9205,
332,1.544676,32768,22.9205,
333,1.544643,32768,22.9205,
334,1.545540,32768,22.9205,
335,1.547048,32768,22.9205,
336,1.547318,32768,22.9205,
337,1.543788,32768,22.9205,
338,1.547974,32768,22.9205,
339,1.545131,32768,22.9205,
340,1.546092,32768,22.9205,
341,1.548967,32768,22.9205,
342,1.543978,32768,22.9205,
343,1.544344,32768,22.9205,
344,1.546676,32768,22.9205,
345,1.544271,32768,22.9205,
346,1.546569,32768,22.9205,
347,1.544787,32768,22.9205,
348,1.545751,32768,22.9205,
349,1.544027,32768,22.9205,
350,1.545493,32768,22.9205,
351,1.548236,32768,22.9205,
352,1.541877,32768,22.9205,
353,1.546337,32768,22.9205,
354,1.546151,32768,22.9205,
355,1.543343,32768,22.9205,
356,1.545932,32768,22.9205,
357,1.544632,32768,22.9205,
358,1.545459,32768,22.9205,
359,1.546330,32768,22.9205,
360,1.544133,32768,22.9205,
361,1.544143,32768,22.9205,
362,1.545273,32768,22.9205,
363,1.544359,32768,22.9205,
364,1.547863,32768,22.9205,
365,1.543909,32768,22.9205,
366,1.543887,32768,22.9205,
367,1.545100,32768,22.9205,
368,1.543835,32768,22.9205,
369,1.545922,32768,22.9205,
370,1.546095,32768,22.9205,
371,1.545874,32768,22.9205,
372,1.542806,32768,22.9205,
373,1.544488,32768,22.9205,
374,1.545477,32768,22.9205,
375,1.548195,32768,22.9205,
376,1.542898,32768,22.9205,
377,1.546303,32768,22.9205,
378,1.548425,32768,22.9205,
379,1.539662,32768,22.9205,
380,1.547564,32768,22.9205,
381,1.545814,32768,22.9205,
382,1.544876,32768,22.9205,
383,1.546874,32768,22.9205,
384,1.547396,32768,22.9205,
385,1.541642,32768,22.9205,
386,1.545395,32768,22.9205,
387,1.545588,32768,22.9205,
388,1.545733,32768,22.9205,
389,1.543901,32768,22.9205,
390,1.545329,32768,22.9205,
391,1.544638,32768,22.9205,
392,1.547219,32768,22.9205,
393,1.545656,32768,22.9205,
394,1.546723,32768,22.9205,
395,1.556944,32768,22.9205,
396,1.537415,32768,22.9205,
397,1.544254,32768,22.9205,
398,1.544644,32768,22.9205,
399,1.544436,32768,22.9205,
400,1.544357,32768,22.9205,
401,1.545796,32768,22.9205,
402,1.547358,32768,22.9205,
403,1.541723,32768,22.9205,
404,1.548216,32768,22.9205,
405,1.544435,32768,22.9205,
406,1.552424,32768,22.9205,
407,1.535396,32768,22.9205,
408,1.547432,32768,22.9205,
409,1.543449,32768,22.9205,
410,1.543539,32768,22.9205,
411,1.545199,32768,22.9205,
412,1.548896,32768,22.9205,
413,1.538043,32768,22.9205,
414,1.545995,32768,22.9205,
415,1.545749,32768,22.9205,
416,1.545199,32768,22.9205,
417,1.545245,32768,22.9205,
418,1.549020,32768,22.9205,
419,1.542367,32768,22.9205,
420,1.542381,32768,22.9205,
421,1.546736,32768,22.9205,
422,1.544226,32768,22.9205,
423,1.545465,32768,22.9205,
424,1.549759,32768,22.9205,
425,1.541143,32768,22.9205,
426,1.544078,32768,22.9205,
427,1.545794,32768,22.9205,
428,1.546888,32768,22.9205,
429,1.542098,32768,22.9205,
430,1.545227,32768,22.9205,
431,1.542942,32768,22.9205,
432,1.546570,32768,22.9205,
433,1.545128,32768,22.9205,
434,1.552018,32768,22.9205,
435,1.567712,32768,22.9205,
436,1.527215,32768,22.9205,
437,1.541268,32768,22.9205,
438,1.550353,32768,22.9205,
439,1.541034,32768,22.9205,
440,1.544251,32768,22.9205,
441,1.546259,32768,22.9205,
442,1.546366,32768,22.9205,
443,1.542587,32768,22.9205,
444,1.544208,32768,22.9205,
445,1.546174,32768,22.9205,
446,1.543322,32768,22.9205,
447,1.544972,32768,22.9205,
448,1.544962,32768,22.9205,
449,1.545418,32768,22.9205,
450,1.545382,32768,22.9205,
451,1.549623,32768,22.9205,
452,1.541802,32768,22.9205,
453,1.546469,32768,22.9205,
454,1.544387,32768,22.9205,
455,1.544556,32768,22.9205,
456,1.546380,32768,22.9205,
457,1.544648,32768,22.9205,
458,1.545748,32768,22.9205,
459,1.543611,32768,22.9205,
460,1.545283,32768,22.9205,
461,1.545141,32768,22.9205,
462,1.549013,32768,22.9205,
463,1.544719,32768,22.9205,
464,1.542828,32768,22.9205,
465,1.544725,32768,22.9205,
466,1.545313,32768,22.9205,
467,1.544983,32768,22.9205,
468,1.550916,32768,22.9205,
469,1.539050,32768,22.9205,
470,1.547720,32768,22.9205,
471,1.544014,32768,22.9205,
472,1.544012,32768,22.9205,
473,1.556242,32768,22.9205,
474,1.537609,32768,22.9205,
475,1.547847,32768,22.9205,
476,1.540803,32768,22.9205,
477,1.541947,32768,22.9205,
478,1.544771,32768,22.9205,
479,1.544931,32768,22.9205,
480,1.547750,32768,22.9205,
481,1.543871,32768,22.9205,
482,1.545738,32768,22.9205,
483,1.545339,32768,22.9205,
484,1.545713,32768,22.9205,
485,1.544788,32768,22.9205,
486,1.545292,32768,22.9205,
487,1.558176,32768,22.9205,
488,1.532560,32768,22.9205,
489,1.546560,32768,22.9205,
490,1.544136,32768,22.9205,
491,1.545932,32768,22.9205,
492,1.545613,32768,22.9205,
493,1.544082,32768,22.9205,
494,1.545450,32768,22.9205,
495,1.545518,32768,22.9205,
496,1.545352,32768,22.9205,
497,1.546169,32768,22.9205,
498,1.546182,32768,22.9205,
499,1.540503,32768,22.9205,
500,1.545953,32768,22.9205,
501,1.548433,32768,22.9205,
502,1.542469,32768,22.9205,
503,1.545495,32768,22.9205,
504,1.550142,32768,22.9205,
505,1.544599,32768,22.9205,
506,1.546640,32768,22.9205,
507,1.544617,32768,22.9205,
508,1.550057,32768,22.9205,
509,1.550912,32768,22.9205,
510,1.536244,32768,22.9205,
511,1.552213,32768,22.9205,
512,1.539162,32768,22.9205,
513,1.544006,32768,22.9205,
514,1.545329,32768,22.9205,
515,1.544544,32768,22.9205,
516,1.544253,32768,22.9205,
517,1.546145,32768,22.9205,
518,1.544417,32768,22.9205,
519,1.548674,32768,22.9205,
520,1.542382,32768,22.9205,
521,1.544671,32768,22.9205,
522,1.547780,32768,22.9205,
523,1.546042,32768,22.9205,
524,1.543617,32768,22.9205,
525,1.542943,32768,22.9205,
526,1.545163,32768,22.9205,
527,1.545573,32768,22.9205,
528,1.547838,32768,22.9205,
529,1.543499,32768,22.9205,
530,1.545354,32768,22.9205,
531,1.543806,32768,22.9205,
532,1.545157,32768,22.9205,
533,1.545365,32768,22.9205,
534,1.544911,32768,22.9205,
535,1.546243,32768,22.9205,
536,1.549389,32768,22.9205,
537,1.538275,32768,22.9205,
538,1.545294,32768,22.9205,
539,1.545981,32768,22.9205,
540,1.544792,32768,22.9205,
541,1.545988,32768,22.9205,
542,1.545454,32768,22.9205,
543,1.550583,32768,22.9205,
544,1.539624,32768,22.9205,
545,1.545232,32768,22.9205,
546,1.545027,32768,22.9205,
547,1.545863,32768,22.9205,
548,1.564268,32768,22.9205,
549,1.528565,32768,22.9205,
550,1.564564,32768,22.9205,
